StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Ethics,Source1,Source2,Source3,Source4,Source5,Q1_1,Q1_1_TEXT,Q1_2,Q1_2_TEXT,Q1_3,Q1_3_TEXT,Q1_4,Q1_4_TEXT,Q1_5,Q1_5_TEXT,Q2,Q3,Q3B,Q3C,Q3D,Q4,Q5_1,Q5_2,Q7_1,Q7_2,Q7_3,Q7_4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q9,Q10,Q10_7_TEXT,Q11,Q31,Q32,Q12,Q12_14_TEXT,Q13,Unique ID
44918.51178,44918.51233,IP Address,14,46,False,44932.51235,R_240olteo2YTZzs9,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24105
44932.61029,44932.63656,IP Address,100,2270,True,44932.63659,R_1eRY174HCIZKXgw,anonymous,EN,Yes,"Federal, provincial policy dynamics. Legislative policy change often happens without adequate consultation with ENGOs or concerned stakeholders. Industry lobbying can be decisive and non-transparent, as is likely evident in a recent decision to reverse previous rules around neonicotinoids in Canada. ",Federal - provincial political relationships. Inconsistent direction coupled with jurisdictional overlap between federal and provincial governments make it difficult to work consistently across the country for federal-scale organizations,Commercial / industrial environment. Sudden and unexpected changes to national and international markets can create conservation objectives and successes over night. Conservation of species or ecosystems in Canada are sometimes dependent on international forces beyond our control or ability to predict.,"Public perception of conservation. Environmental protection and conservation is still considered a niche or luxury action by Canadians, and as socioeconomic shifts occur, the ability to rally support for important conservation actions also changes unpredictably","Climate change.  Ecosystem resilience to climate change is largely unknown, and we are uncertain of the conservation benefits of local actions in the face of global change. ",1,"Federal, provincial policy dynamics. Legislative policy change often happens without adequate consultation with ENGOs or concerned stakeholders. Industry lobbying can be decisive and non-transparent, as is likely evident in a recent decision to reverse previous rules around neonicotinoids in Canada. ",2,Federal - provincial political relationships. Inconsistent direction coupled with jurisdictional overlap between federal and provincial governments make it difficult to work consistently across the country for federal-scale organizations,3,Commercial / industrial environment. Sudden and unexpected changes to national and international markets can create conservation objectives and successes over night. Conservation of species or ecosystems in Canada are sometimes dependent on international forces beyond our control or ability to predict.,4,"Public perception of conservation. Environmental protection and conservation is still considered a niche or luxury action by Canadians, and as socioeconomic shifts occur, the ability to rally support for important conservation actions also changes unpredictably",5,"Climate change.  Ecosystem resilience to climate change is largely unknown, and we are uncertain of the conservation benefits of local actions in the face of global change. ",Which land management practices to support,Species at Risk and Agricultural Sustainability Policy,No,,,3,Most of the time,Most of the time,Always,About half the time,Always,Sometimes,Sometimes,Sometimes,About half the time,Sometimes,Most of the time,Sometimes,Most of the time,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Consistent public support for difficult conservation actions,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,Less than 1 year,Yes,Miradi / Open Standards for the Practice of Conservation training and case study analysis,"Alberta,Ontario,Saskatchewan",,,76624
44932.62471,44932.66542,IP Address,100,3517,True,44932.66544,R_240HPR0DooWcUbL,anonymous,EN,Yes,Funding available from partner organizations and grants for land purchase as Conservation Sites,Provincial government support and enforcement commitment to manage Crown land as Conservation Sites,na,na,na,1,Funding available from partner organizations and grants for land purchase as Conservation Sites,2,Provincial government support and enforcement commitment to manage Crown land as Conservation Sites,3,,,,,,"Land use activities/mitigation - human recreational, industrial referrals
Land purchases - location of land
Habitat enhancement - native vs. non-native plant species","Organizational mission: to conserve, protect and enhance fish and wildlife populations and their habitats for Albertans to enjoy, value and use, AB Public Land Act, Fisheries Act",Yes,Yes,Land Securement Criteria,3,About half the time,Sometimes,About half the time,Sometimes,About half the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,No,,Alberta,,,60451
44932.80346,44932.81319,IP Address,100,840,True,44932.8132,R_XZlSe9YLlPmb5ct,anonymous,EN,Yes,Political will to have an outcome,Sufficient resources for an action to be implemented effectively,Relative value in completing interests,Efficacy of action relative to other actions,na,4,Efficacy of action relative to other actions,1,Political will to have an outcome,2,Sufficient resources for an action to be implemented effectively,3,Relative value in completing interests,,,The impacts of policies and actions on wildlife populations and habitat in support of adaptive management practices.,Science and monitoring to inform wildlife and wildlife habitat policies,Yes,Yes,Basic risk assessment,3,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Always,Sometimes,Sometimes,About half the time,Always,Most of the time,Most of the time,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,"Increasing public funding of conservation, increasing transparency in government decisions, reducing political oversight of fine scale conservation decisions",Canadian provincial or territorial government agency,,5 - 10 years,No,,Ontario,,,75258
44935.3388,44935.34998,IP Address,100,966,True,44935.35,R_3jcCLJit1qtKx5G,anonymous,EN,Yes,"Published papers, so often there are so many studies that contradict each other. ","Media, in todays world media can influence decision making whether positive or negative.","Decision making in the past was viewed much differently than today, leaders, biologists and others are afraid to make decision because being wrong is subject to discipline rather than a learning experience.",na,na,1,"Published papers, so often there are so many studies that contradict each other. ",2,"Media, in todays world media can influence decision making whether positive or negative.",3,"Decision making in the past was viewed much differently than today, leaders, biologists and others are afraid to make decision because being wrong is subject to discipline rather than a learning experience.",,,,,Areas where intact habitat is located and connectivity are tow important features we look for. Species at risk habitat also plays into selection of areas we focus on.,"Our organization has a vision to protect habitat for our wildlife and fisheries. Additionally, we strive enhance the experience for the public and recreationalists.",Yes,Yes,Our organization has developed criteria to focus and rank areas for protection.,3,About half the time,About half the time,About half the time,About half the time,About half the time,About half the time,Never,Sometimes,About half the time,About half the time,About half the time,About half the time,About half the time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Empowerment!,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,No,,Alberta,,No,86169
44935.6047,44935.61072,IP Address,100,519,True,44935.61075,R_3OrCdD2MJ10H0Ai,anonymous,EN,Yes,Public opinion,Data,peer review litt. ,na,na,2,Data,1,Public opinion,3,peer review litt. ,,,,,"Type and level of mitigation to implement on people, i.e. human use restrictions. ",Mainly the Canadian National Parks Act and Regs. ,No,,,2,Sometimes,About half the time,About half the time,Most of the time,Sometimes,Always,About half the time,Most of the time,Sometimes,Most of the time,About half the time,Sometimes,Most of the time,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Clearly communicated conservation goals from top to bottom of the organization. ,Canadian federal government agency,,over 10 years,Yes,BSc and MSc coursework.  ,British Columbia,,,50550
44936.35098,44936.37427,IP Address,100,2012,True,44936.37429,R_2uWGZc6BxG7u7SV,anonymous,EN,Yes,"Uncertainty about resources (e.g. funding, staffing) necessary to sustain actions or programs ",Impacts of climate change,Scientific uncertainty about the outcomes of actions,Invasive species (new or existing),Public support for actions or programs,1,"Uncertainty about resources (e.g. funding, staffing) necessary to sustain actions or programs ",3,Scientific uncertainty about the outcomes of actions,2,Impacts of climate change,4,Invasive species (new or existing),5,Public support for actions or programs,Decisions about ecological restoration or species recovery actions; is an action consistent with legislation or policy; allocation of scarce resources.,"Canada National Parks Act, SARA, MBCA, IAA; Parks Canada mandate and Guiding Principals and Operational Policies; various Indigenous land claims agreements and associated Park Impact and Benefits Agreements.",Yes,Yes,Conservation Standards; some less formal evidence-based decision support tools and templates; Various policy and guidance documents related to impact assessment in national parks,3,Most of the time,Most of the time,Most of the time,Sometimes,About half the time,About half the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Greater stability in program resources (especially staffing); greater public support; concrete action (public and political will) to reduce or mitigate climate change,Canadian federal government agency,,over 10 years,No,,Newfoundland and Labrador,,"Climate change adds profound long-term uncertainty to the outcomes of our conservation work; e.g. when doing forest restoration, what climate scenario are we planting for? What adaptation strategies should we embrace?",40876
44936.55791,44936.56784,IP Address,100,857,True,44936.56786,R_ZCrgJw1auPHY665,anonymous,EN,Yes,Funding. Will there be adequate money to carry out the action?,Data. Is there adequate data to support a decision?,Politics. Will policy changes make a decision moot- or reverse it?,Environment. Will changes in the environment affect the decision?,na,1,Funding. Will there be adequate money to carry out the action?,2,Data. Is there adequate data to support a decision?,3,Politics. Will policy changes make a decision moot- or reverse it?,4,Environment. Will changes in the environment affect the decision?,,,"Whether or not to support a policy that I helped develop
In which community to locate a particular initiative
",Ultimately it devolves to our Mission Statement: Promoting  ecosystem wellbeing.,Yes,Yes,SDM and ToC,4,Most of the time,About half the time,Always,Most of the time,Most of the time,Sometimes,About half the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,"Gee, I've learned to live with a high degree of uncertainty haha! Not having to wonder if projects would get funded would definitely reduce uncertainty","Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,Yes,"My thesis focussed on the management effects of community science, which is rife with uncertainty. I have taught, and continue to study systems science, which to a large degree addresses uncertainty.",Yukon,,,53074
44937.30649,44937.31188,IP Address,100,464,True,44937.31188,R_214HTEnhkFag372,anonymous,EN,Yes,Funding. Even when approved it doesn't always show up in a timely manner,"Climate Change. So many unknowns and the problem is so big, where do you begin to tease out the impacts","Changing government priorities. Conservation projects can be long term and gov't funding is on 4-5 year cycles, at best.",na,na,1,Funding. Even when approved it doesn't always show up in a timely manner,2,"Climate Change. So many unknowns and the problem is so big, where do you begin to tease out the impacts",3,"Changing government priorities. Conservation projects can be long term and gov't funding is on 4-5 year cycles, at best.",,,,,"I quit. This isn't a survey, you're asking me to write everything for you. Give me choices",,Yes,,,2,Most of the time,Most of the time,Always,Most of the time,About half the time,Most of the time,About half the time,Always,About half the time,Always,Always,About half the time,Most of the time,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,"Let scientists (knowledge holders) make decisions, not politicians (dullards)",Canadian federal government agency,,over 10 years,Yes,MSc zoology,"Nova Scotia,Ontario,Prince Edward Island",,,73782
44937.34707,44937.36344,IP Address,100,1413,True,44937.36346,R_Y3pFtRTCaegR3KV,anonymous,EN,Yes,Classic uncertainty in ecological data,Human dimensions/social dynamics,"Variability in leadership, political support and funding levels",Complex administrative processes,na,1,Classic uncertainty in ecological data,2,Human dimensions/social dynamics,3,"Variability in leadership, political support and funding levels",4,Complex administrative processes,,,"How to implement ecosystem restoration projects, what treatments to undertake in ecosystem restoration projects. ",Parks Canada's policy and legislation. ,Yes,Yes,Ecological integrity monitoring system for National Parks. Guidelines for ecological restoration for National Parks. ,4,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,"Improved social/political support, improved stakeholder awareness and knowledge, improved administrative processes within our organization. ",Canadian federal government agency,,over 10 years,Yes,"BSc and MSc in science, including coursework in ecological data analysis, modelling, and statistics. ",British Columbia,,,38021
44937.41838,44937.57191,IP Address,100,13264,True,44937.57192,R_2A08WgqpOCGuKyh,anonymous,EN,Yes,Assessing impacts within the context of cumulative effects.  Most developed landscapes are already highly modified.  How much could a little more impact affect the achievement of conservation objectives.,"Effectiveness of avoidance, mitigation and offset measures.","There is no mechanism to account for the uncertainty of models, natural variability, climate change to evaluate residual impacts of projects used to set management threshholds and not having a mechanism to actively assess and adapt management decisions if the effects are greater than expected.",Our decision-making processes apply to individual project impacts and do not consider ecosystem or conservation objectives established through other processes and mechanisms. We typically rely on other authorities to prohibit projects when the status reaches a critical or high risk state.,Jurisdictional overlap (or gaps) between federal and provincial authorities where one-side is the development/user authority and the other is the conservation/protection authority for the same resource.,1,Assessing impacts within the context of cumulative effects.  Most developed landscapes are already highly modified.  How much could a little more impact affect the achievement of conservation objectives.,2,"Effectiveness of avoidance, mitigation and offset measures.",5,Jurisdictional overlap (or gaps) between federal and provincial authorities where one-side is the development/user authority and the other is the conservation/protection authority for the same resource.,4,Our decision-making processes apply to individual project impacts and do not consider ecosystem or conservation objectives established through other processes and mechanisms. We typically rely on other authorities to prohibit projects when the status reaches a critical or high risk state.,3,"There is no mechanism to account for the uncertainty of models, natural variability, climate change to evaluate residual impacts of projects used to set management threshholds and not having a mechanism to actively assess and adapt management decisions if the effects are greater than expected.","Broadscale integrated planning of conservation, protection and restoration of aquatic ecosystems including engagement with governments, Indigenous groups, industry and NGO. Plans are developed to support mitigation and offsetting as part of regulatory decisions, locating protected areas, establishing restoration priorities and assessing and managing cumulative effects.","Legislative: Fisheries Act and Species at Risk Act and associated regulations.  The purpose of these acts outline the authorities, scope and purpose for conservation, protection and restoration/recovery of fish, fish habitat and listed aquatic species at risk.",Yes,,"We have internal interim risk management guidance for staff to support triaging project reviews.  The rest of the decision-support relies on ad hoc case-by-case application of science advice and models develop to support decision-making.  For example the HEAT model or JOE model, habitat connectivity models, various instream flow needs assessment methodologies, etc.. It would be quite an effort to list the tools that have been use.",3,Most of the time,Most of the time,Always,Always,Always,Always,Most of the time,Always,Always,Most of the time,Sometimes,Most of the time,Most of the time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Improved application of science and evidence into regulatory decision-making processes (so-called risk management) to demonstrate evidence and knowledge was used to make the decision. We need transparency on decisions that are made for economic or political reasons that go against the literature and available evidence. There is also a need to acknowledge and address the many forms of bias.,Canadian federal government agency,,over 10 years,Yes,"Through professional development working as regulatory biologist (11 yrs) and policy analyst (14 yrs) working on risk management policy and decision guidance for staff to assess probability of harm from a project, and the nature and magnitude of the consequences of the harm.","Alberta,Manitoba,Ontario,Northwest Territories,Nunavut",,The Fisheries Act now includes provisions for consideration of precautionary and ecosystem-based approaches to decision-making.  Some of the management and regulatory programs apply the precautionary and ecosystem approaches (e.g. Sustainable Fisheries Framework) that would be a good place for those program's without a framework to look into.,86838
44923.57175,44923.57222,IP Address,14,40,False,44937.57224,R_2AX4b14cChnaUTG,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82811
44937.6439,44937.65802,IP Address,100,1220,True,44937.65805,R_2U3pFPMqq1ZMKYu,anonymous,EN,Yes,Timely funding for the project.,"Known locations of species/ecosystems at risk, particularly on privately owned lands.",Local research studies and white paper availability.,Climate change impacts and mitigation.,"Development pressure, industry exploration, agricultural expansion timelines.",1,Timely funding for the project.,2,"Known locations of species/ecosystems at risk, particularly on privately owned lands.",5,"Development pressure, industry exploration, agricultural expansion timelines.",4,Climate change impacts and mitigation.,3,Local research studies and white paper availability.,Where to locate a protected area. Management of ecosystems for species at risk.,"SAR legislation, climate change mitigation",Yes,Yes,"GIS ecological evaluation of conservation areas using available data, systematic conservation planning software",3,Most of the time,About half the time,About half the time,About half the time,About half the time,About half the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,About half the time,Most of the time,Agree,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Access to localized research and ecological data. Guaranteed/regularly timed funding.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,Yes,Systematic conservation planning,British Columbia,,,66467
44937.69571,44937.7051,IP Address,100,812,True,44937.70512,R_3kBW4YJUf5Fw8DL,anonymous,EN,Yes,data deficiencies,political interference,na,na,na,1,data deficiencies,2,political interference,,,,,,,"1.) What type of mitigation methods are needed for a given development activity
2.) Establishing whether harvest restrictions are required.
3.) Determining whether the appropriate methodologies were applied during the assessment",The Wildlife Act and the Environmental Assessment Act,No,,,2,Most of the time,About half the time,Most of the time,About half the time,Most of the time,Sometimes,Sometimes,About half the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,"larger amounts of data, and less political interference",Canadian provincial or territorial government agency,,over 10 years,No,,Yukon,,no,91922
44938.29541,44938.30419,IP Address,100,759,True,44938.30421,R_2sbyrzkIjIlIoHJ,anonymous,EN,Yes,Natural environment - population estimate uncertainty,Management actions - uncertainty of effectiveness of strategies,Sampling tools - detection probability estimates are unknown,Other agencies efforts and intentions via management actions,na,1,Natural environment - population estimate uncertainty,2,Management actions - uncertainty of effectiveness of strategies,3,Sampling tools - detection probability estimates are unknown,4,Other agencies efforts and intentions via management actions,,,Level of effort and location for the early detection and removal of aquatic invasive species.,"Fisheries Act - aquatic invasive species regulations.  Great Lakes water quality agreement, bi-national commitments to AIS work.",Yes,Yes,"Structured Decision Making, Canadian Science Advisory Process",3,Most of the time,About half the time,About half the time,Sometimes,About half the time,Sometimes,Always,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,additional scientific research,Canadian federal government agency,,over 10 years,Yes,"Masters degree, involvement in structured decision making process as well as Canadian Science advisory processes",Ontario,,,70540
44924.40617,44924.40645,IP Address,5,23,False,44938.4065,R_2RPtkNGQqiEm9Pl,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44938.44897,44938.46736,IP Address,100,1589,True,44938.46739,R_XXrA1QUfT1oGqbv,anonymous,EN,Yes,Uncertainty in our knowledge of the process (factors that influence species populations),"uncertainty in our knowledge of the state of the system (status, trends, population sizes, of managed species populations)","Uncertainty in our knowledge of the practical limits to management actions (social acceptance, funding, political power)",na,na,2,"uncertainty in our knowledge of the state of the system (status, trends, population sizes, of managed species populations)",1,Uncertainty in our knowledge of the process (factors that influence species populations),3,"Uncertainty in our knowledge of the practical limits to management actions (social acceptance, funding, political power)",,,,,"Assessments of the status of wildlife species, including assessing species at risk, and changes in status over time and space. ",Species at Risk Act and Migratory Bird Conservation Act (Canada),No,,,3,Most of the time,About half the time,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,more evidence (data and science) but mostly broad societal support for conservation action.,Canadian federal government agency,,over 10 years,Yes,Statistics and data-science,Ontario,,,32512
44924.5452,44924.54663,IP Address,18,123,False,44938.54677,R_wXo5fhJBWWylto5,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22939
44924.55988,44924.56032,IP Address,9,38,False,44938.56036,R_3M5MBUFxnU8jQp8,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44924.66688,44924.66852,IP Address,14,142,False,44938.66856,R_3qwomkZSLP50rtS,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98372
44924.87139,44924.87162,IP Address,14,20,False,44938.87166,R_1eCRtfB4U0o1BTr,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73182
44924.90316,44924.90363,IP Address,14,41,False,44938.90373,R_1dAoSWg4pF5ZR9x,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89202
44939.33954,44939.37236,IP Address,100,2835,True,44939.37238,R_SBlchVGboboxjUd,anonymous,EN,Yes,Uncertainty in the efficacy of mitigation measures,Scale of potential impacts - will the loss/change of this habitat have a population-level effect? How large?t,"Uncertainty that the proposed monitoring can detect significant impacts in a timely manner, and that corrective actions can/will be taken ",Cumulative effects,"behavioral uncertainty - businesses, partners, etc. - will they be able (ie.resourced)/willing to act in the manner proposed",1,Uncertainty in the efficacy of mitigation measures,2,Scale of potential impacts - will the loss/change of this habitat have a population-level effect? How large?t,3,"Uncertainty that the proposed monitoring can detect significant impacts in a timely manner, and that corrective actions can/will be taken ",4,Cumulative effects,5,"behavioral uncertainty - businesses, partners, etc. - will they be able (ie.resourced)/willing to act in the manner proposed","Decisions are typically taken at a higher level, but I would/have recommended on such decisions as adequacy of Indigenous consultation,  submission of recommendations to environmental review panel, whether to issue FA authorization with associted conditions (mitigation, offsetting)","Fisheries Act, most often Sections 34 and 35 and associated policies (see ""working around water website for Fisheries and Oceans). Species at Risk Act, Constitution Act.",Yes,Yes,"Policies, many of which are found on the Working Around Water website. See also those frameworks currently under development/engagement on the Let's Talk Fish Habitat platform, which does/will guide more of my group's planning-based work (eg. Restoration Framework). There are also tools that walk through the legislated ""factors"" that the Minister must consider before taking a decision and and GIS-based tools to assist with analysis (eg. location of critical habitat).",3,Most of the time,About half the time,Most of the time,Most of the time,Most of the time,Most of the time,About half the time,About half the time,Sometimes,Sometimes,About half the time,About half the time,About half the time,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"More work/ resourcing on the tail end of a decision. There are many resources invested in the front end predicting impacts and proposing mitigation measures but considerably less on the back end once the decisions have been taken. DFO is getting better on that but still has a ways to go. The greatest pressure comes in making timely regulatory decisions, so where human resources are short, that's where most of the effort is, and follow-up gets less attention. ",Canadian federal government agency,,over 10 years,Yes,Uncertainty as it relates to statistical analysis in analytical measurements - primarily chemical analysis,Other,"I am located in Manitoba but my position is regional and covers MB,ON,AB,SK,NU,NT","I would also throw in a comment on the reliance of working groups to manage uncertainty - in concept its a good approach but they are frequently under-resourced and lack decision-making authority, so are not as effective as they could be.",62060
44939.45725,44939.46495,IP Address,100,665,True,44939.46497,R_1LUPqj5NgIGtSmy,anonymous,EN,Yes,Precaution principle : lack of data or confirmation of impact or non impact. ,opposing goals or objectives (need to educate through the process),finance :  no money to put corrective action in place.,political impact / communication risks,multiple approbation processes,3,finance :  no money to put corrective action in place.,1,Precaution principle : lack of data or confirmation of impact or non impact. ,4,political impact / communication risks,5,multiple approbation processes,2,opposing goals or objectives (need to educate through the process),Type of mitigation measures needed in a project or activity. Closure of sector for Wildlife protection. Restablishment measures,"Park law, environmental laws.",Yes,Yes,"Open standards for conservation, Chart of risk analysis, Impact assessement.",3,Always,Sometimes,Always,About half the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,About half the time,Most of the time,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,funding of planning tools,Canadian federal government agency,,3 - 5 years,Yes,"University course about impact assessement, training about risk management.",Quebec,,,17244
44939.71822,44939.73153,IP Address,100,1150,True,44939.73155,R_3exnVMxZ7Z9g0TB,anonymous,EN,Yes,funding,support and direction from co-management bodies,resources (enough staff/students/volunteers) ,"climate change/nature environment (wildlife movements, weather, etc)",na,2,support and direction from co-management bodies,1,funding,3,resources (enough staff/students/volunteers) ,4,"climate change/nature environment (wildlife movements, weather, etc)",,,"- research priories for a given area 
- finding funding for projects (both in-kind or direct funds (both internal or external)
- community involvement (directly on the ground, consultation/engagement)
- given the human resources we have, what projects can we take on, or partner with or contribute
- finding the right people to be on the team (the right skill set)","parks canada mandate and vision, parks canada act, migratory bird act, species at risk act, co-management direction/guidence",No,,,4,Most of the time,Most of the time,Always,Always,Always,Most of the time,Most of the time,Most of the time,Always,About half the time,Most of the time,Always,About half the time,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,"consistent funding, human resources (within my organization) and more support and capacity for co-management bodies/community organizations and Indigenous governments",Canadian federal government agency,,5 - 10 years,Yes,masters degree in wildlife management ,"Northwest Territories,Yukon",,,60045
44926.29575,44926.29632,IP Address,14,49,False,44940.29642,R_wLYPvT2HsRFYTxn,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49445
44926.39178,44926.39227,IP Address,14,42,False,44940.39233,R_e38OZuo6GJ1uSf7,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62591
44926.70434,44926.70508,IP Address,14,64,False,44940.70516,R_2qDm69LLbPyentR,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15099
44928.35572,44928.35597,IP Address,14,22,False,44942.35601,R_3dT94HSWK3Z4mim,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75251
44929.24736,44929.24773,IP Address,5,32,False,44943.24783,R_2y9o2frXHS3bByM,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929.30359,44929.3052,IP Address,14,138,False,44943.30761,R_1gziKTOFuIfIkjc,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73675
44929.30515,44929.30626,Spam,14,95,False,44943.30853,R_3fk6j1zTKjT9Jr8,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43434
44929.367,44929.36785,IP Address,14,73,False,44943.36791,R_248edOfAg6zQwiV,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95500
44929.39888,44929.3992,IP Address,5,27,False,44943.39945,R_3RkZKaTv95fEYjf,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929.55181,44929.58721,IP Address,5,3059,False,44943.59803,R_2ByfcQYK7ArcgAi,anonymous,EN,,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44929.59001,44929.59039,IP Address,14,33,False,44943.59857,R_2R9Xz5DYr1YEGTt,anonymous,EN,Yes,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92456
44943.63009,44943.63928,IP Address,100,793,True,44943.63929,R_2vdmwrTmDLnz16A,anonymous,EN,Yes,Funding - does the project have enough funding to be sustainable?,Capacity - do I have enough time to be able to fully commit to this project?,Scientific Knowledge - does the project have the required professionals?,na,na,1,Funding - does the project have enough funding to be sustainable?,3,Scientific Knowledge - does the project have the required professionals?,2,Capacity - do I have enough time to be able to fully commit to this project?,,,,,Whether to get involved with saving a particular parcel of land or not (either through fee simple or conservation covenant). How to interpret legal documents that protect natural areas and how those impact the management of the area. Who to align with (politically) in projects.,Conservation covenant agreements (Section 218 and 219 of the Land Titles Act). SAR legislation. ,Yes,Yes,Internally created acquisition matrix/framework to assign quantitative value to conservation projects.,4,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Most of the time,Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,"Knowing that adequate funding existed for conservation projects, and went beyond the political ""lifetime"".  ","Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,5 - 10 years,No,,British Columbia,,,21529
